"Site_ID","Monitoring_ID","Date_Time_out","Net_type","Amount_nets","Species","Scientific_name","Species_name","Maori_name","Native/nonnative","Taonga","Sex","Length_mm","Weight_g","Amount","Soft_shelled","Berried","Youngs","Cups","mL","Comments"
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",35,36,1,NA,NA,NA,NA,NA,NA
115,"115_0",2024-11-01 14:10:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",35,32,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",35,32,1,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",35,30,1,1,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",35,30,1,NA,NA,NA,NA,NA,NA
119,"119_0",2024-11-01 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,30,NA,NA,NA,NA,NA,"Estimated"
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",35,29,1,1,NA,NA,NA,NA,NA
119,"119_0",2024-11-01 09:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,90,13,1,NA,NA,NA,NA,NA,NA
119,"119_0",2024-11-01 09:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,50,NA,NA,NA,NA,NA,"Estimated"
102,"102_0",2024-11-07 11:26:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",35,26,1,NA,NA,NA,NA,NA,NA
115,"115_0",2024-11-01 14:10:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",35,26,1,1,NA,NA,NA,NA,NA
105,"105_0",2024-11-07 12:59:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",35,NA,1,NA,NA,NA,NA,NA,NA
115,"115_0",2024-11-01 14:10:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",35,NA,1,1,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:18:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",34.65,27,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",34.51,27,1,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",34.25,33,1,NA,NA,1,NA,NA,NA
73,"73_0",2025-01-17 11:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",34.01,28,1,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",34.01,NA,1,NA,NA,NA,NA,NA,NA
114,"114_0",2024-11-01 11:29:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",34,31,1,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",34,27,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Trout","Oncorhynchus mykiss","Rainbow_trout","Rainbow_trout","Nonnative","No",NA,110,15,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",34,27,1,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",34,26,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,130,23,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,120,15,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,111,14,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,110,13,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,120,NA,NA,NA,NA,NA,"Estimated"
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",34,26,1,1,NA,NA,NA,NA,NA
97,"97_0",2024-11-07 12:35:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",34,NA,1,NA,NA,NA,NA,NA,NA
105,"105_0",2024-11-07 12:59:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",34,NA,1,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",33.88,NA,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",33.74,26,1,NA,NA,NA,NA,NA,NA
66,"66_0",2025-02-21 12:20:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",33.64,26,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,100,9,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",NA,80,5,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",NA,55,NA,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",NA,55,NA,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,50,NA,NA,NA,NA,NA,"Estimated"
107,"107_0",2024-11-08 09:20:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",33.64,NA,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",33.29,25,1,NA,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",33.16,25,1,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",33,28,1,NA,NA,NA,NA,NA,NA
115,"115_0",2024-11-01 14:10:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",33,28,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",33,28,1,NA,NA,NA,NA,NA,NA
97,"97_0",2024-11-07 12:34:59.995,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,43,NA,1,NA,NA,NA,NA,NA,NA
97,"97_0",2024-11-07 12:34:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,NA,NA,NA,NA,1.3,307.5644,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",33,26,1,1,NA,NA,NA,NA,NA
76,"76_0",2025-01-16 08:22:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",32.8,28,1,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Box",1,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",32.42,22,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",32.39,27,1,NA,NA,NA,NA,NA,NA
76,"76_0",2025-01-16 08:22:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",32.38,26,1,NA,NA,NA,NA,NA,NA
97,"97_0",2024-11-07 12:34:59.99,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",NA,161,NA,1,NA,NA,NA,NA,NA,NA
97,"97_0",2024-11-07 12:34:59.99,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,NA,NA,NA,NA,2,473.176,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",32.22,23,1,NA,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",32.08,14,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",32,27,1,NA,NA,NA,NA,NA,NA
102,"102_0",2024-11-07 11:27:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",32,25,1,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",32,25,1,NA,NA,NA,NA,NA,NA
95,"95_0",2024-12-12 12:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",32,20,1,1,NA,NA,NA,NA,NA
119,"119_0",2024-11-01 09:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",32,20,1,NA,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",31.8,22,1,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",31.75,30,1,NA,NA,1,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",31.71,21,1,NA,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",31.65,24,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",31.44,23,1,NA,NA,NA,NA,NA,NA
85,"85_0",2024-12-11 09:49:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",31.35,28,1,1,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",31,28,1,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",31,22,1,1,NA,NA,NA,NA,NA
97,"97_0",2024-11-07 12:34:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",31,NA,1,NA,NA,NA,NA,NA,NA
105,"105_0",2024-11-07 13:00:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",31,NA,1,NA,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",30.65,23,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",30.44,20,1,NA,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",30.2,17,1,1,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",30.19,21,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",30.16,18,1,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,27,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",30.16,NA,1,NA,NA,NA,NA,NA,NA
115,"115_0",2024-11-01 14:10:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",30,24,1,1,NA,NA,NA,NA,NA
119,"119_0",2024-11-01 09:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",30,24,1,NA,NA,NA,NA,NA,NA
97,"97_0",2024-11-07 12:34:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",30,NA,1,1,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",29.93,17,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",29.79,21,1,NA,NA,NA,NA,NA,NA
66,"66_0",2025-02-21 12:20:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",29.66,21,1,1,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",29.57,22,1,NA,NA,NA,NA,NA,NA
66,"66_0",2025-02-21 12:20:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",29.57,19,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",29.3,19,1,NA,NA,NA,NA,NA,NA
97,"97_0",2024-11-07 12:35:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",29,NA,1,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",28.83,NA,1,NA,NA,1,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",28.61,18,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",28.59,17,1,NA,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",28.24,17,1,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",28.17,NA,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",28.06,19,1,NA,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",28.06,12,1,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",28.03,16,1,NA,NA,NA,NA,NA,NA
110,"110_0",2024-11-01 11:49:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",28,20,1,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","F",28,17,1,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,NA,NA,NA,NA,1.6,378.5408,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",28,17,1,NA,NA,NA,NA,NA,NA
97,"97_0",2024-11-07 12:34:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes","M",28,NA,1,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Fyke",2,"Eel","Anguilla dieffenbachii","Long_fin_eel","Tuna","Native","Yes",NA,850,NA,1,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,NA,NA,NA,NA,0.33,78.07404,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,72,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,57,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,79,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,65,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,62,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,75,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,36,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,55,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,42,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,55,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,60,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,60,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,65,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,56,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,48,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,35,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,57,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,35,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,58,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,65,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,65,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,51,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,66,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,45,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,61,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,60,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,44,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,34,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,50,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,55,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,44,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,56,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,46,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,39,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,42,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,33,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,30,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,28,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,40,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,28,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,26,1.19047619047619,1,NA,NA,NA,NA,NA,NA
99,"99_0",2024-11-07 09:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,39,1.19047619047619,1,NA,NA,NA,NA,NA,NA
